,precision,recall,f1-score,support
0,0.5581395348837209,0.5217391304347826,0.5393258426966292,46.0
1,0.56,0.5957446808510638,0.5773195876288659,47.0
accuracy,0.5591397849462365,0.5591397849462365,0.5591397849462365,0.5591397849462365
macro avg,0.5590697674418605,0.5587419056429233,0.5583227151627476,93.0
weighted avg,0.5590797699424856,0.5591397849462365,0.5585269826086199,93.0
