target_name,model,cv_f1_mean,cv_f1_std,validation_f1,validation_accuracy,validation_balanced_accuracy,test_f1,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc
insomnia,hist_gradient_boosting,0.37085736724988,0.11005311678724923,0.5142857142857142,0.6382978723404256,0.6118421052631579,0.2807017543859649,0.5591397849462365,0.4825396825396825,0.2962962962962963,0.26666666666666666,0.4788359788359789
insomnia,logistic_regression,0.4581598793363499,0.085756420970451,0.5128205128205128,0.5957446808510638,0.5845864661654135,0.30985915492957744,0.4731182795698925,0.4452380952380952,0.2682926829268293,0.36666666666666664,0.41534391534391535
insomnia,linear_svm,0.45782604486983136,0.08095273731290432,0.47368421052631576,0.574468085106383,0.5582706766917294,0.30985915492957744,0.4731182795698925,0.4452380952380952,0.2682926829268293,0.36666666666666664,
insomnia,random_forest,0.3817387937854534,0.1256024015978052,0.3870967741935484,0.5957446808510638,0.5507518796992481,0.2545454545454545,0.5591397849462365,0.4738095238095238,0.28,0.23333333333333334,0.45026455026455026
