target_name,model,cv_f1_mean,cv_f1_std,validation_f1,validation_accuracy,validation_balanced_accuracy,test_f1,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc
anxiety,random_forest,0.7854640802344572,0.03276397992300321,0.825,0.7021276595744681,0.4714285714285714,0.7659574468085106,0.6451612903225806,0.532258064516129,0.6835443037974683,0.8709677419354839,0.644120707596254
anxiety,hist_gradient_boosting,0.7879432697089743,0.027542517239033826,0.8108108108108109,0.7021276595744681,0.5535714285714286,0.7647058823529411,0.6559139784946236,0.5645161290322581,0.7027027027027027,0.8387096774193549,0.6488033298647241
anxiety,linear_svm,0.704846095275125,0.015809060582115703,0.696969696969697,0.574468085106383,0.49523809523809526,0.7288135593220338,0.6559139784946236,0.6370967741935485,0.7678571428571429,0.6935483870967742,
anxiety,logistic_regression,0.712730155647239,0.01642158160816501,0.696969696969697,0.574468085106383,0.49523809523809526,0.717948717948718,0.6451612903225806,0.6290322580645161,0.7636363636363637,0.6774193548387096,0.6592091571279917
